"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBaths","Remod","HAge","NewH","TotalSqFt","TotalPorchSF","Id"
"1396","2 story 1946 & newer","RL",88,12665,1,"None",2,"Lvl","Inside",2,"Timber","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd",1,245,4,3,"PConc",4,4,4,1,0,1,0,1094,1094,"GasA",5,1,"SBrkr",1133,1349,0,2482,0,0,2,1,4,1,4,9,7,1,4,"BuiltIn",2005,3,3,642,3,3,2,144,39,0,0,0,0,0,"None","None",0,"2","2007","WD","Normal",281213,2.5,1,1,0,3576,39,1396
"1397","1 story 1946 & newer","RL",152,57200,1,"None",2,"Bnk","Inside",0,"Timber","Norm","Norm","1Fam","1Story",5,5,1948,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,3,4,353,3,334,60,747,"GasA",3,1,"SBrkr",1687,0,0,1687,1,0,1,0,3,1,3,7,6,2,3,"Detchd",1966,1,2,572,3,3,0,0,0,50,0,0,0,0,"None","None",0,"6","2010","WD","Normal",160000,2,1,60,0,2434,50,1397
"1398","2 story 1945 & older","RM",51,6120,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","2Story",5,8,1920,2004,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,3,2,1,0,1,0,939,939,"GasA",5,1,"SBrkr",939,574,0,1513,0,0,1,1,4,1,3,8,7,0,0,"Detchd",1933,1,1,180,2,2,0,24,0,150,0,0,0,0,"None","None",0,"5","2007","WD","Normal",137500,1.5,1,3,0,2452,150,1398
"1399","1.5 story fin all ages","RL",60,7200,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1.5Fin",5,4,1950,1982,"Gable","CompShg","VinylSd","Wd Sdng",0,0,3,3,"CBlock",3,3,1,3,180,4,352,676,1208,"GasA",4,1,"FuseA",1136,768,0,1904,1,0,1,1,3,1,3,7,6,0,0,"Attchd",1950,1,1,240,3,3,2,0,0,168,0,0,0,0,"GdPrv","None",0,"5","2009","WD","Normal",138000,2.5,1,27,0,3112,168,1399
"1400","1.5 story fin all ages","RL",51,6171,1,"None",3,"Lvl","Inside",2,"SWISU","Norm","Norm","1Fam","1.5Fin",6,6,1925,1990,"Gable","CompShg","WdShing","Wd Shng",0,0,3,3,"BrkTil",3,3,1,4,264,1,0,712,976,"GasA",5,1,"SBrkr",1160,448,0,1608,0,0,2,1,3,1,4,7,7,1,4,"Detchd",1925,1,1,216,2,3,2,147,16,0,0,0,0,0,"MnPrv","None",0,"10","2009","WD","Normal",137450,2.5,1,19,0,2584,16,1400
"1401","1.5 story fin all ages","RM",50,6000,1,"None",3,"Lvl","Corner",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1929,1950,"Gable","CompShg","WdShing","Wd Shng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,862,862,"GasA",3,1,"SBrkr",950,208,0,1158,0,0,1,0,3,1,3,5,7,1,4,"BuiltIn",1929,2,1,208,3,3,2,0,0,112,0,0,0,0,"None","None",0,"7","2008","WD","Normal",120000,1,1,58,0,2020,112,1401
"1402","2 story 1946 & newer","RL",62,7415,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",3,3,1,6,759,1,0,80,839,"GasA",5,1,"SBrkr",864,729,0,1593,1,0,2,1,3,1,3,8,7,1,3,"Attchd",2004,3,2,398,3,3,2,100,75,0,0,0,0,0,"None","None",0,"4","2008","WD","Normal",193000,3.5,0,4,0,2432,75,1402
"1403","1 story 1946 & newer","RL",64,6762,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,4,3,1,0,1,0,1286,1286,"GasA",5,1,"SBrkr",1294,0,0,1294,0,0,2,0,2,1,4,6,7,1,4,"Attchd",2006,2,2,662,3,3,2,168,55,0,0,0,0,0,"None","None",0,"7","2006","New","Partial",193879,2,0,0,1,2580,55,1403
"1404","1 story 1946 & newer","RL",49,15256,1,"None",2,"Lvl","CulDSac",2,"Somerst","RRAn","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd",2,84,4,3,"PConc",4,3,4,6,929,1,0,556,1485,"GasA",5,1,"SBrkr",1464,0,0,1464,1,0,2,0,3,1,4,6,7,0,0,"Attchd",2007,1,3,754,3,3,2,168,160,0,0,0,0,0,"None","None",0,"8","2007","WD","Normal",282922,3,0,0,1,2949,160,1404
"1405","1.5 story fin all ages","RL",60,10410,1,"Grvl",3,"Lvl","Corner",2,"OldTown","Artery","Norm","1Fam","1.5Fin",3,4,1915,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"PConc",3,3,1,1,0,1,0,672,672,"GasA",3,1,"SBrkr",694,520,0,1214,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1998,1,3,936,3,3,2,216,0,160,0,0,0,0,"MnPrv","None",0,"1","2006","WD","Family",105000,1,1,56,0,1886,160,1405
"1406","1 story PUD 1946 & newer","RM",44,3842,1,"None",2,"HLS","Inside",1,"Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2004,2005,"Hip","CompShg","CemntBd","CmentBd",2,174,4,3,"PConc",5,3,4,6,1373,1,0,221,1594,"GasA",5,1,"SBrkr",1646,0,0,1646,1,1,2,0,2,1,4,5,7,1,4,"Attchd",2004,3,2,482,3,3,2,128,53,0,0,155,0,0,"None","None",0,"1","2008","WD","Normal",275000,3.5,1,3,0,3240,208,1406
"1407","split foyer","RL",70,8445,1,"None",3,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","SFoyer",5,7,1972,2007,"Gable","CompShg","HdBoard","Wd Shng",0,0,3,3,"CBlock",4,3,3,6,656,1,0,112,768,"GasA",3,1,"SBrkr",768,0,0,768,1,0,1,0,2,1,3,5,7,0,0,"Detchd",1988,1,2,396,3,3,2,58,0,0,0,0,0,0,"MnPrv","None",0,"3","2009","WD","Normal",133000,2,1,2,0,1536,0,1407
"1408","1 story 1946 & newer","RL",110,8780,1,"None",2,"Lvl","Corner",2,"Mitchel","Norm","Norm","1Fam","1Story",5,5,1985,1985,"Gable","CompShg","HdBoard","Plywood",0,0,3,3,"CBlock",3,3,1,5,625,1,0,208,833,"GasA",5,1,"SBrkr",833,0,0,833,1,0,1,0,3,1,3,5,7,0,0,"No Garage",1985,0,0,0,0,0,2,0,0,0,0,0,0,0,"MnPrv","None",0,"3","2009","WD","Normal",112000,2,0,24,0,1666,0,1408
"1409","2 story 1945 & older","RM",60,7740,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",4,7,1910,1950,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",2,3,1,1,0,1,0,622,622,"GasA",4,1,"SBrkr",741,622,0,1363,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1966,1,2,528,3,3,2,0,0,0,0,168,0,0,"None","None",0,"6","2010","WD","Normal",125500,1,1,60,0,1985,168,1409
"1410","2 story 1946 & newer","RL",46,20544,1,"None",2,"Lvl","CulDSac",2,"NWAmes","Norm","Norm","1Fam","2Story",7,6,1986,1991,"Gable","CompShg","Plywood","Plywood",1,123,3,4,"CBlock",4,3,1,1,0,1,0,791,791,"GasA",4,1,"SBrkr",1236,857,0,2093,0,0,2,1,3,1,3,7,7,1,3,"Attchd",1986,3,2,542,3,3,2,364,63,0,0,0,0,0,"MnPrv","None",0,"11","2008","WD","Normal",215000,2.5,1,17,0,2884,63,1410
"1411","2 story 1946 & newer","RL",79,12420,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,6,666,1,0,278,944,"GasA",5,1,"SBrkr",944,896,0,1840,1,0,2,1,3,1,4,6,7,0,0,"Attchd",2001,2,2,622,3,3,2,0,45,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",230000,3.5,0,8,0,2784,45,1411
"1412","1.5 story fin all ages","RL",80,9600,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1.5Fin",6,8,1950,2005,"Gable","CompShg","VinylSd","VinylSd",0,0,3,4,"CBlock",3,3,1,4,120,1,0,736,856,"GasA",5,1,"SBrkr",1112,556,0,1668,0,0,1,1,3,1,3,6,5,0,0,"Attchd",1950,1,1,271,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"9","2009","WD","Normal",140000,1.5,1,4,0,2524,0,1412
"1413","duplex all style/age","RL",60,7200,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","Duplex","1Story",4,5,1949,1950,"Gable","CompShg","BrkFace","Stone",0,0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"Wall",2,0,"FuseF",1040,0,0,1040,0,0,2,0,2,2,3,6,7,0,0,"Detchd",1956,1,2,420,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",90000,2,1,59,0,1040,0,1413
"1414","1 story 1946 & newer","RL",88,10994,1,"None",2,"Lvl","Corner",2,"SawyerW","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd",2,366,4,3,"PConc",4,4,1,6,976,1,0,868,1844,"GasA",5,1,"SBrkr",1844,0,0,1844,1,0,2,0,2,1,4,7,7,1,4,"Attchd",2005,3,2,620,3,3,2,165,44,0,0,0,0,0,"None","None",0,"9","2009","COD","Abnorml",257000,3,1,3,0,3688,44,1414
"1415","1.5 story fin all ages","RL",64,13053,1,"Pave",3,"Bnk","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1923,2000,"Gambrel","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,833,833,"GasA",4,1,"SBrkr",1053,795,0,1848,0,0,1,1,4,1,4,8,7,1,4,"Detchd",1922,1,2,370,3,3,0,0,0,0,0,220,0,0,"None","None",0,"6","2008","WD","Normal",207000,1.5,1,8,0,2681,220,1415
"1416","1 story PUD 1946 & newer","RL",51,3635,1,"None",3,"Lvl","Inside",2,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd",1,130,4,3,"PConc",4,3,1,5,988,1,0,398,1386,"GasA",5,1,"SBrkr",1569,0,0,1569,0,1,2,0,1,1,4,7,7,1,3,"Attchd",2007,2,3,660,3,3,2,143,20,0,0,0,0,0,"None","None",0,"5","2009","WD","Normal",175900,2.5,0,2,0,2955,20,1416
"1417","2 family conversion-all styles/ages","RM",60,11340,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","2fmCon","2Story",4,6,1885,1950,"Gable","CompShg","VinylSd","AsbShng",0,0,3,3,"PConc",3,3,1,1,0,1,0,777,777,"GasA",4,1,"SBrkr",1246,1044,0,2290,0,0,2,0,4,2,3,11,7,0,0,"Detchd",1971,1,2,560,3,3,0,0,0,114,0,0,0,0,"None","None",0,"4","2010","WD","Normal",122500,2,1,60,0,3067,114,1417
"1418","2 story 1946 & newer","RL",66,16545,1,"None",2,"Lvl","Inside",2,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd",1,731,4,3,"PConc",4,3,2,6,781,1,0,503,1284,"GasA",5,1,"SBrkr",1310,1140,0,2450,1,0,2,1,3,1,4,7,7,1,3,"Attchd",1998,3,3,1069,3,3,2,0,126,0,0,0,0,0,"None","None",0,"5","2009","WD","Normal",340000,3.5,0,11,0,3734,126,1418
"1419","1 story 1946 & newer","RL",71,9204,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",3,3,1,4,25,3,872,247,1144,"GasA",3,1,"SBrkr",1144,0,0,1144,1,0,1,1,3,1,3,6,7,0,0,"Detchd",1962,1,1,336,3,3,2,0,88,0,0,0,0,0,"None","None",0,"8","2008","COD","Normal",124000,2.5,0,45,0,2288,88,1419
"1420","1 story 1946 & newer","RL",61,16381,1,"None",2,"Lvl","Inside",2,"Crawfor","Norm","Norm","1Fam","1Story",6,5,1969,1969,"Gable","CompShg","Plywood","Plywood",1,312,4,4,"CBlock",3,3,3,3,1110,1,0,734,1844,"GasA",4,1,"SBrkr",1844,0,0,1844,1,0,2,0,3,1,4,7,7,1,3,"Attchd",1969,2,2,540,3,3,2,0,73,216,0,0,0,0,"None","None",0,"12","2006","WD","Normal",223000,3,0,37,0,3688,289,1420
"1421","2 story 1946 & newer","RL",90,11700,1,"None",3,"Lvl","Corner",2,"NWAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","HdBoard","HdBoard",1,420,3,3,"CBlock",3,3,1,5,404,1,0,304,708,"GasA",4,1,"SBrkr",708,708,0,1416,0,0,2,1,3,1,3,7,7,1,3,"Attchd",1968,2,2,776,3,3,2,0,169,0,0,119,0,0,"None","None",0,"5","2006","WD","Normal",179900,2.5,0,38,0,2124,288,1421
"1422","1 story PUD 1946 & newer","RL",53,4043,1,"None",3,"Lvl","Inside",2,"NPkVill","Norm","Norm","TwnhsE","1Story",6,5,1977,1977,"Gable","CompShg","Plywood","Plywood",0,0,3,3,"CBlock",4,3,1,5,360,1,0,709,1069,"GasA",3,1,"SBrkr",1069,0,0,1069,0,0,2,0,2,1,3,4,7,1,2,"Attchd",1977,2,2,440,3,3,2,0,55,0,0,165,0,0,"None","None",0,"7","2010","WD","Normal",127500,2,0,33,0,2138,220,1422
"1423","1 story PUD 1946 & newer","RM",37,4435,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd",1,170,4,3,"PConc",4,3,3,6,686,1,0,162,848,"GasA",5,1,"SBrkr",848,0,0,848,1,0,1,0,1,1,4,3,7,0,0,"Attchd",2003,3,2,420,3,3,2,140,0,0,0,0,0,0,"None","None",0,"3","2008","WD","Normal",136500,2,0,5,0,1696,0,1423
"1424","split/multi level","RL",69,19690,1,"None",2,"Lvl","CulDSac",2,"Edwards","Norm","Norm","1Fam","SLvl",6,7,1966,1966,"Flat","Tar&Grv","Plywood","Plywood",0,0,4,4,"CBlock",4,3,3,1,0,1,0,697,697,"GasA",3,1,"SBrkr",1575,626,0,2201,0,0,2,0,4,1,4,8,7,1,4,"Attchd",1966,1,2,432,4,4,2,586,236,0,0,0,738,4,"GdPrv","None",0,"8","2006","WD","Alloca",274970,2,0,40,0,2898,236,1424
"1425","1 story 1946 & newer","RL",77,9503,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1958,1983,"Hip","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",3,3,1,5,457,3,374,193,1024,"GasA",3,1,"SBrkr",1344,0,0,1344,1,0,1,0,2,1,3,6,6,1,3,"Detchd",1970,1,1,484,3,3,2,316,28,0,0,0,0,0,"GdWo","None",0,"6","2007","WD","Normal",144000,2,1,24,0,2368,28,1425
"1426","1 story 1946 & newer","RL",80,10721,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","HdBoard","HdBoard",2,243,4,3,"CBlock",3,3,1,1,0,1,0,1252,1252,"GasA",5,1,"SBrkr",1252,0,0,1252,0,0,1,0,3,1,4,7,7,0,0,"Detchd",1960,1,2,528,3,3,2,0,39,0,0,0,0,0,"None","None",0,"10","2008","WD","Normal",142000,1,0,49,0,2504,39,1426
"1427","2 story 1946 & newer","RL",81,10944,1,"None",2,"Lvl","Inside",2,"NoRidge","Norm","Norm","1Fam","2Story",7,5,1994,1994,"Gable","CompShg","VinylSd","VinylSd",1,448,4,3,"PConc",4,3,1,6,1000,1,0,223,1223,"GasA",5,1,"SBrkr",1223,904,0,2127,1,0,2,1,3,1,4,5,7,2,3,"Attchd",1994,2,2,525,3,3,2,171,132,0,0,0,0,0,"None","None",0,"8","2008","WD","Normal",271000,3.5,0,14,0,3350,132,1427
"1428","1.5 story fin all ages","RL",60,10930,1,"Grvl",3,"Bnk","Inside",2,"NAmes","Artery","Norm","1Fam","1.5Fin",5,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,1,4,580,1,0,333,913,"GasA",3,1,"FuseA",1048,510,0,1558,1,0,1,1,3,1,3,6,7,1,3,"Attchd",1962,1,1,288,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4","2008","WD","Normal",140000,2.5,1,58,0,2471,0,1428
"1429","1 story 1945 & older","RM",60,7200,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","1Story",5,7,1940,1992,"Gable","CompShg","MetalSd","MetalSd",2,294,3,4,"CBlock",3,3,1,4,510,1,0,278,788,"GasA",3,1,"SBrkr",804,0,0,804,1,0,1,0,2,1,4,4,7,2,4,"Attchd",1940,1,1,240,3,3,2,0,0,154,0,0,0,0,"MnPrv","None",0,"2","2010","WD","Abnorml",119000,2,1,18,0,1592,154,1429
"1430","1 story 1946 & newer","RL",92,12546,1,"None",2,"Lvl","Corner",2,"NWAmes","Norm","Norm","1Fam","1Story",6,7,1981,1981,"Gable","CompShg","MetalSd","MetalSd",1,310,4,4,"CBlock",4,3,1,4,678,1,0,762,1440,"GasA",5,1,"SBrkr",1440,0,0,1440,0,0,2,0,3,1,4,7,7,1,3,"Attchd",1981,3,2,467,3,3,2,0,0,99,0,0,0,0,"None","None",0,"4","2007","WD","Normal",182900,2,0,26,0,2880,99,1430
"1431","2 story 1946 & newer","RL",60,21930,1,"None",0,"Lvl","Inside",2,"Gilbert","RRAn","Norm","1Fam","2Story",5,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,4,3,1,0,1,0,732,732,"GasA",5,1,"SBrkr",734,1104,0,1838,0,0,2,1,4,1,3,7,7,1,4,"BuiltIn",2005,3,2,372,3,3,2,100,40,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",192140,2.5,0,1,0,2570,40,1431
"1432","1 story PUD 1946 & newer","RL",64,4928,1,"None",2,"Lvl","Inside",2,"NPkVill","Norm","Norm","TwnhsE","1Story",6,6,1976,1976,"Gable","CompShg","Plywood","Plywood",0,0,3,3,"CBlock",4,3,1,2,958,1,0,0,958,"GasA",3,1,"SBrkr",958,0,0,958,0,0,2,0,2,1,3,5,7,0,0,"Attchd",1976,2,2,440,3,3,2,0,60,0,0,0,0,0,"None","None",0,"10","2009","WD","Normal",143750,2,0,33,0,1916,60,1432
"1433","1 story 1945 & older","RL",60,10800,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",4,6,1927,2007,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,656,656,"GasA",3,1,"SBrkr",968,0,0,968,0,0,2,0,4,1,3,5,7,0,0,"Detchd",1928,1,1,216,2,2,2,0,0,0,0,0,0,0,"None","None",0,"8","2007","WD","Normal",64500,2,1,0,0,1624,0,1433
"1434","2 story 1946 & newer","RL",93,10261,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd",1,318,3,3,"PConc",4,3,1,1,0,1,0,936,936,"GasA",5,1,"SBrkr",962,830,0,1792,1,0,2,1,3,1,3,8,7,1,3,"Attchd",2000,3,2,451,3,3,2,0,0,0,0,0,0,0,"None","None",0,"5","2008","WD","Normal",186500,3.5,0,8,0,2728,0,1434
"1435","1 story 1946 & newer","RL",80,17400,1,"None",3,"Low","Inside",1,"Mitchel","Norm","Norm","1Fam","1Story",5,5,1977,1977,"Gable","CompShg","BrkFace","BrkFace",0,0,3,3,"CBlock",3,3,1,5,936,1,0,190,1126,"GasA",2,1,"SBrkr",1126,0,0,1126,1,0,2,0,3,1,3,5,7,1,4,"Attchd",1977,2,2,484,3,3,1,295,41,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",160000,3,0,29,0,2252,41,1435
"1436","1 story 1946 & newer","RL",80,8400,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,9,1962,2005,"Gable","CompShg","Wd Sdng","Wd Sdng",1,237,4,4,"CBlock",3,3,1,1,0,1,0,1319,1319,"GasA",3,1,"SBrkr",1537,0,0,1537,1,0,1,1,3,1,4,7,7,1,4,"Attchd",1962,2,2,462,3,3,2,0,36,0,0,0,0,0,"GdPrv","None",0,"7","2008","COD","Abnorml",174000,2.5,1,3,0,2856,36,1436
"1437","1 story 1946 & newer","RL",60,9000,1,"None",3,"Lvl","FR2",2,"NAmes","Norm","Norm","1Fam","1Story",4,6,1971,1971,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"PConc",3,3,1,5,616,1,0,248,864,"GasA",3,1,"SBrkr",864,0,0,864,0,0,1,0,3,1,3,5,7,0,0,"Detchd",1974,1,2,528,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"5","2007","WD","Normal",120500,1,0,36,0,1728,0,1437
"1438","1 story 1946 & newer","RL",96,12444,1,"None",3,"Lvl","FR2",2,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd",2,426,5,3,"PConc",5,3,3,6,1336,1,0,596,1932,"GasA",5,1,"SBrkr",1932,0,0,1932,1,0,2,0,2,1,5,7,7,1,4,"Attchd",2008,3,3,774,3,3,2,0,66,0,304,0,0,0,"None","None",0,"11","2008","New","Partial",394617,3,0,0,1,3864,370,1438
"1439","1 story 1946 & newer","RM",90,7407,1,"None",3,"Lvl","Inside",2,"OldTown","Artery","Norm","1Fam","1Story",6,7,1957,1996,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,1,6,600,1,0,312,912,"GasA",3,1,"FuseA",1236,0,0,1236,1,0,1,0,2,1,3,6,7,0,0,"Attchd",1957,1,2,923,3,3,2,0,158,158,0,0,0,0,"MnPrv","None",0,"4","2010","WD","Normal",149700,2,1,14,0,2148,316,1439
"1440","2 story 1946 & newer","RL",80,11584,1,"None",3,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","SLvl",7,6,1979,1979,"Hip","CompShg","HdBoard","HdBoard",1,96,3,3,"CBlock",3,3,1,6,315,3,110,114,539,"GasA",3,1,"SBrkr",1040,685,0,1725,0,0,2,1,3,1,3,6,7,1,3,"Attchd",1979,2,2,550,3,3,2,0,88,216,0,0,0,0,"None","None",0,"11","2007","WD","Normal",197000,2.5,0,28,0,2264,304,1440
"1441","2 story 1945 & older","RL",79,11526,1,"None",2,"Bnk","Inside",1,"Crawfor","Norm","Norm","1Fam","2.5Fin",6,7,1922,1994,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",5,3,1,1,0,1,0,588,588,"GasA",2,1,"SBrkr",1423,748,384,2555,0,0,2,0,3,1,3,11,6,1,4,"Detchd",1993,3,2,672,3,3,2,431,0,0,0,0,0,0,"None","None",0,"9","2008","WD","Normal",191000,2,1,14,0,3143,0,1441
"1442","1 story PUD 1946 & newer","RM",63,4426,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd",1,147,4,3,"PConc",4,3,3,6,697,1,0,151,848,"GasA",5,1,"SBrkr",848,0,0,848,1,0,1,0,1,1,4,3,7,1,3,"Attchd",2004,2,2,420,3,3,2,149,0,0,0,0,0,0,"None","None",0,"5","2008","WD","Normal",149300,2,0,4,0,1696,0,1442
"1443","2 story 1946 & newer","FV",85,11003,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",10,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd",2,160,5,3,"PConc",5,3,3,6,765,1,0,252,1017,"GasA",5,1,"SBrkr",1026,981,0,2007,1,0,2,1,3,1,5,10,7,1,5,"Attchd",2008,3,3,812,3,3,2,168,52,0,0,0,0,0,"None","None",0,"4","2009","WD","Normal",310000,3.5,0,1,0,3024,52,1443
"1444","1 story 1945 & older","RL",38,8854,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Unf",6,6,1916,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,952,952,"Grav",2,0,"FuseF",952,0,0,952,0,0,1,0,2,1,2,4,7,1,4,"Detchd",1916,1,1,192,2,1,1,0,98,0,0,40,0,0,"None","None",0,"5","2009","WD","Normal",121000,1,1,59,0,1904,138,1444
"1445","1 story 1946 & newer","RL",63,8500,1,"None",3,"Lvl","FR2",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd",1,106,4,3,"PConc",4,3,3,1,0,1,0,1422,1422,"GasA",5,1,"SBrkr",1422,0,0,1422,0,0,2,0,3,1,4,7,7,0,0,"Attchd",2004,2,2,626,3,3,2,192,60,0,0,0,0,0,"None","None",0,"11","2007","WD","Normal",179600,2,0,3,0,2844,60,1445
"1446","split foyer","RL",70,8400,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","SFoyer",6,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",3,3,4,2,187,3,627,0,814,"GasA",4,1,"SBrkr",913,0,0,913,1,0,1,0,3,1,3,6,7,0,0,"Detchd",1990,1,1,240,3,3,2,0,0,252,0,0,0,0,"None","None",0,"5","2007","WD","Normal",129000,2,0,41,0,1727,252,1446
"1447","1 story 1946 & newer","RL",103,26142,1,"None",2,"Lvl","CulDSac",2,"Mitchel","Norm","Norm","1Fam","1Story",5,7,1962,1962,"Gable","CompShg","HdBoard","HdBoard",1,189,3,3,"CBlock",3,3,1,3,593,1,0,595,1188,"GasA",3,1,"SBrkr",1188,0,0,1188,0,0,1,0,3,1,3,6,7,0,0,"Attchd",1962,1,1,312,3,3,1,261,39,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",157900,1,0,48,0,2376,39,1447
